,Authors,Title,Year,Cited by,Funding Details,Country
1806,"Galles D., Pearl J.",Axioms of causal relevance,1997,45.0,"National Science Foundation

Air Force Institute of Technology",United States
1807,Passino K.M.,Bridging the Gap between Conventional and Intelligent Control,1993,45.0,National Science Foundation,United States
1808,"Golston J.E., Stoecker W.V., Moss R.H., Dhillon I.P.S.",Automatic detection of irregular borders in melanoma and other skin tumors,1992,45.0,"National Science Foundation

General Electric",United States
1809,Niemierko A.,Random search algorithm (RONSC) for optimization of radiation therapy with both physical and biological end points and constraints,1992,45.0,"National Cancer Institute

Department of Health and Human Services, State Government of Victoria",United States
1810,"Jansen B.H., Dawant B.M.",Knowledge-Based Approach to Sleep EEG Analysis—A Feasibility Study,1989,45.0,"National Institutes of Health

National Heart, Lung, and Blood Institute",United States
1811,"Parikh R.B., Obermeyer Z., Navathe A.S.",Regulation of predictive analytics in medicine,2019,44.0,"National Institutes of Health

NIH Office of the Director

National Cancer Institute

Robert Wood Johnson Foundation

Pennsylvania Department of Health",United States
1812,"Li S., Shao M., Fu Y.",Person re-identification by cross-view multi-level dictionary learning,2018,44.0,"National Science Foundation

Office of Naval Research",United States
1813,"Nutkiewicz A., Yang Z., Jain R.K.",Data-driven Urban Energy Simulation (DUE-S): A framework for integrating engineering simulation and machine learning methods in a multi-scale urban energy modeling workflow,2018,44.0,"National Science Foundation

UPS Foundation

Center for Integrated Facility Engineering, Stanford University",United States
1814,"Sanchez-Pinto L.N., Venable L.R., Fahrenbach J., Churpek M.M.",Comparison of variable selection methods for clinical predictive modeling,2018,44.0,"National Heart, Lung, and Blood Institute",United States
1815,"Xie C., Schimpf C., Chao J., Nourian S., Massicotte J.",Learning and teaching engineering design through modeling and simulation on a CAD platform,2018,44.0,"National Science Foundation

General Motors Corporation",United States
1816,"Tsai Y.H., Stow D., Chen H.L., Lewison R., An L., Shi L.",Mapping vegetation and land use types in Fanjingshan National Nature Reserve using google earth engine,2018,44.0,National Science Foundation,United States
1817,"Papamartzivanos D., Gómez Mármol F., Kambourakis G.",Dendron: Genetic trees driven rule induction for network intrusion detection systems,2018,44.0,"European Commission

Ministerio de Economía y Competitividad

Ministerio de Ciencia e Innovación

European Social Fund

Banco Bilbao Vizcaya Argentaria

European Regional Development Fund",United States
1818,"Oliynyk A.O., Adutwum L.A., Rudyk B.W., Pisavadia H., Lotfi S., Hlukhyy V., Harynuk J.J., Mar A., Brgoch J.",Disentangling Structural Confusion through Machine Learning: Structure Prediction and Polymorphism of Equiatomic Ternary Phases ABC,2017,44.0,"National Science Foundation

Technische Universität München

University of Alberta

Natural Sciences and Engineering Research Council of Canada",United States
1819,"Henglin M., Stein G., Hushcha P.V., Snoek J., Wiltschko A.B., Cheng S.",Machine Learning Approaches in Cardiovascular Imaging,2017,44.0,"National Institutes of Health

National Heart, Lung, and Blood Institute",United States
1820,"Jiang Y., Song H., Wang R., Gu M., Sun J., Sha L.",Data-centered runtime verification of wireless medical cyber-physical system,2017,44.0,National Science Foundation,United States
1821,"Zhang J., El-Gohary N.M.",Integrating semantic NLP and logic reasoning into a unified system for fully-automated code checking,2017,44.0,National Science Foundation,United States
1822,"Rahman Q.A., Tereshchenko L.G., Kongkatong M., Abraham T., Roselle Abraham M., Shatkay H.",Utilizing ECG-Based Heartbeat Classification for Hypertrophic Cardiomyopathy Identification,2015,44.0,"National Heart, Lung, and Blood Institute

National Institute of General Medical Sciences",United States
1823,"Miotto R., Weng C.",Case-based reasoning using electronic health records efficiently identifies eligible patients for clinical trials,2015,44.0,"National Institutes of Health

U.S. National Library of Medicine

National Center for Advancing Translational Sciences",United States
1824,Neill D.B.,Using artificial intelligence to improve hospital inpatient care,2013,44.0,0,United States
1825,"Tiwari P., Viswanath S., Kurhanewicz J., Sridhar A., Madabhushi A.",Multimodal wavelet embedding representation for data combination (MaWERiC): Integrating magnetic resonance imaging and spectroscopy for prostate cancer detection,2012,44.0,"National Cancer Institute

National Institute of Biomedical Imaging and Bioengineering",United States
1826,"Nguyen T.A., Do M., Gerevini A.E., Serina I., Srivastava B., Kambhampati S.",Generating diverse plans to handle unknown and partially known user preferences,2012,44.0,"National Science Foundation

Office of Naval Research

Defense Advanced Research Projects Agency

International Business Machines Corporation

Science Foundation Arizona",United States
1827,"Fleuret F., Li T., Dubout C., Wampler E.K., Yantis S., Geman D.",Comparing machines and humans on a visual categorization test,2011,44.0,National Institute on Drug Abuse,United States
1828,"Capriotti E., Altman R.B.",A new disease-specific machine learning approach for the prediction of cancer-causing missense variants,2011,44.0,"National Institutes of Health

National Cancer Institute

National Institute of General Medical Sciences

U.S. National Library of Medicine

Marie Curie",United States
1829,"Lawson B.E., Varol H.A., Goldfarb M.",Standing stability enhancement with an intelligent powered transfemoral prosthesis,2011,44.0,"National Institutes of Health

National Institute of Biomedical Imaging and Bioengineering",United States
1830,"Cosgun E., Limdi N.A., Duarte C.W.",High-dimensional pharmacogenetic prediction of a continuous trait using machine learning techniques with application to warfarin dose prediction in African Americans,2011,44.0,"National Heart, Lung, and Blood Institute

National Institute of Neurological Disorders and Stroke",United States
1831,"Eickholt J., Deng X., Cheng J.",DoBo: Protein domain boundary prediction by integrating evolutionary signals and machine learning,2011,44.0,National Institute of General Medical Sciences,United States
1832,"Hu Y., Loizou P.C.",Environment-specific noise suppression for improved speech intelligibility by cochlear implant users,2010,44.0,"National Institutes of Health

National Institute on Deafness and Other Communication Disorders",United States
1833,"Qiu P., Gentles A.J., Plevritis S.K.",Fast calculation of pairwise mutual information for gene regulatory network reconstruction,2009,44.0,National Cancer Institute,United States
1834,"Torii M., Hu Z., Wu C.H., Liu H.",BioTagger-GM: A Gene/Protein Name Recognition System,2009,44.0,U.S. National Library of Medicine,United States
1835,"Janoos F., Mosaliganti K., Xu X., Machiraju R., Huang K., Wong S.T.C.",Robust 3D reconstruction and identification of dendritic spines from optical microscopy imaging,2009,44.0,"National Institute on Aging

National Institute of Biomedical Imaging and Bioengineering

U.S. National Library of Medicine",United States
1836,"Gold S., Elhadad N., Zhu X., Cimino J.J., Hripcsak G.",Extracting structured medication event information from discharge summaries.,2008,44.0,U.S. National Library of Medicine,United States
1837,"Pyun K., Lim J., Won C.S., Gray R.M.",Image segmentation using hidden Markov Gauss mixture models,2007,44.0,National Science Foundation,United States
1838,"Kao C.-Y., Hofer M., Sapiro G., Stern J., Rehm K., Rottenberg D.A.",A geometric method for automatic extraction of sulcal fundi,2007,44.0,"National Science Foundation

National Institutes of Health

Office of Naval Research

National Institute of Biomedical Imaging and Bioengineering

Defense Advanced Research Projects Agency

National Geospatial-Intelligence Agency

Austrian Science Fund",United States
1839,"Karchin R., Monteiro A.N.A., Tavtigian S.V., Carvalho M.A., Sali A.",Functional impact of missense variants in BRCA1 predicted by supervised learning,2007,44.0,"National Cancer Institute

National Institute of General Medical Sciences",United States
1840,"Stilwell D.J., Bishop B.E., Sylvester C.A.",Redundant manipulator techniques for partially decentralized path planning and control of a platoon of autonomous vehicles,2005,44.0,"National Science Foundation

Office of Naval Research",United States
1841,"Lunn K.E., Paulsen K.D., Lynch D.R., Roberts D.W., Kennedy F.E., Hartov A.",Assimilating intraoperative data with brain shift modeling using the adjoint equations,2005,44.0,"National Institutes of Health

National Institute of Neurological Disorders and Stroke",United States
1842,"Bansal R., Staib L.H., Whiteman R., Wang Y.M., Peterson B.S.",ROC-based assessments of 3D cortical surface-matching algorithms,2005,44.0,"National Institute of Mental Health

Columbia University",United States
1843,"Franklin S., Graesser A.",A Software Agent Model of Consciousness,1999,44.0,"National Science Foundation

Office of Naval Research",United States
1844,"Schwalb E., Dechter R.",Processing disjunctions in temporal constraint networks,1997,44.0,"National Science Foundation

Air Force Office of Scientific Research",United States
1845,"Hripcsak G., Cimino J.J., Johnson S.B., Clayton P.D.",The Columbia-Presbyterian Medical Center decision-support system as a model for implementing the Arden Syntax.,1991,44.0,U.S. National Library of Medicine,United States
1846,Jeroslow R.G.,Computation-oriented reductions of predicate to propositional logic,1988,44.0,National Science Foundation,United States
1847,"Kasturi R., Alemany J.",Information Extraction from Images of Paper-Based Maps,1988,44.0,National Science Foundation,United States
1848,Haas A.R.,A syntactic theory of belief and action,1986,44.0,"National Science Foundation

Office of Naval Research

Defense Advanced Research Projects Agency",United States
1849,"Nau D.S., Kumar V., Kanal L.","General Branch and Bound, and its relation to A* and AO*",1984,44.0,National Science Foundation,United States
1850,"Manna Z., Waldinger R.",Knowledge and reasoning in program synthesis,1975,44.0,National Science Foundation,United States
1851,"Xu Z., Tang J., Yin C., Wang Y., Xue G.",Experience-Driven Congestion Control: When Multi-Path TCP Meets Deep Reinforcement Learning,2019,43.0,National Science Foundation,United States
1852,"Kim J.S., Merrill R.K., Arvind V., Kaji D., Pasik S.D., Nwachukwu C.C., Vargas L., Osman N.S., Oermann E.K., Caridi J.M., Cho S.K.",Examining the Ability of Artificial Neural Networks Machine Learning Models to Accurately Predict Complications Following Posterior Lumbar Spine Fusion,2018,43.0,National Institute of General Medical Sciences,United States
1853,"Liu Y.-H., Van Nieuwenburg E.P.L.",Discriminative Cooperative Networks for Detecting Phase Transitions,2018,43.0,"European Research Council

Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung

Canada First Research Excellence Fund",United States
