,area_type,availability,location,size,society,total_sqft,bath,balcony,price
10328,Plot  Area,Ready To Move,Lal Bahadur Shastri Nagar,3 Bedroom,,2400,2.0,2.0,185.0
10329,Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1520,2.0,3.0,81.0
10331,Super built-up  Area,Ready To Move,Gollahalli,2 BHK,MJlese ,1170,2.0,1.0,45.51
10332,Super built-up  Area,Ready To Move,OMBR Layout,3 BHK,,1580,3.0,2.0,75.0
10334,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1303,2.0,2.0,55.78
10335,Built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,,1680,2.0,3.0,59.0
10336,Built-up  Area,Ready To Move,Whitefield,3 BHK,Sonviik,1495,2.0,,70.0
10337,Super built-up  Area,18-Mar,Yelahanka,3 BHK,Miitat ,1835,3.0,1.0,108.0
10338,Plot  Area,Ready To Move,Banjara Layout,3 Bedroom,,610,3.0,1.0,60.0
10339,Built-up  Area,Ready To Move,Nagawara Junction,2 BHK,,1080,2.0,2.0,38.0
10340,Built-up  Area,18-Dec,Electronic City,2 BHK,,1025,2.0,1.0,29.61
10341,Super built-up  Area,18-Aug,Haralur Road,2 BHK,SNnia E,1225,2.0,1.0,67.48
10342,Super built-up  Area,20-Jan,Balagere,1 BHK,Soresea,656,1.0,1.0,34.77
10343,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Ascid P,994,2.0,2.0,45.0
10344,Super built-up  Area,Ready To Move,Thirupalya,2 BHK,Pao 2Sm,1025,2.0,1.0,65.0
10345,Built-up  Area,Ready To Move,Marathahalli,2 BHK,VRave E,1156,2.0,2.0,52.0
10346,Super built-up  Area,Ready To Move,JP Nagar,2 BHK,Maarkr ,1250,2.0,2.0,60.0
10347,Built-up  Area,Ready To Move,Kundalahalli,4 Bedroom,Roima A,3092,4.0,3.0,230.0
10348,Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,SoitaCa,1930,4.0,2.0,122.0
10349,Built-up  Area,Ready To Move,New Thippasandra,2 BHK,Saeraep,1020,2.0,1.0,70.0
10350,Built-up  Area,Ready To Move,Kumaraswami Layout,3 BHK,,1310,2.0,1.0,70.0
10352,Built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Prdhue ,1322,2.0,3.0,70.0
10353,Super built-up  Area,Ready To Move,Kothanur,2 BHK,,1160,2.0,2.0,57.0
10354,Super built-up  Area,Ready To Move,5th Block Hbr Layout,2 BHK,,1100,2.0,2.0,48.0
10355,Built-up  Area,Ready To Move,Lakshminarayana Pura,3 BHK,RothaVa,1720,3.0,3.0,150.0
10356,Super built-up  Area,18-Jul,Hosur Road,3 BHK,PuendWe,1689,3.0,2.0,103.0
10357,Super built-up  Area,Ready To Move,Chikkalasandra,2 BHK,,1090,2.0,1.0,47.42
10358,Super built-up  Area,Ready To Move,KR Puram,2 BHK,,2000,2.0,0.0,75.0
10359,Super built-up  Area,Ready To Move,Venugopal Reddy Layout,2 BHK,Patust ,1155,2.0,2.0,69.0
10360,Built-up  Area,Ready To Move,Vishveshwarya Layout,6 Bedroom,,4000,6.0,0.0,230.0
10361,Built-up  Area,18-Jun,Sarjapur  Road,4 Bedroom,Marthur,3913,5.0,0.0,176.0
10362,Super built-up  Area,Ready To Move,Hebbal,3 BHK,Brium C,3520,5.0,2.0,320.0
10363,Super built-up  Area,18-Jun,JP Nagar,2 BHK,,1125,2.0,2.0,39.98
10364,Built-up  Area,18-Apr,Yelahanka,3 BHK,Hotat H,1847,3.0,3.0,92.0
10365,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Srncya ,1515,2.0,1.0,76.0
10366,Plot  Area,Ready To Move,Raja Rajeshwari Nagar,8 Bedroom,,3450,7.0,2.0,225.0
10367,Plot  Area,Ready To Move,Yelahanka,5 Bedroom,,2500,3.0,1.0,120.0
10368,Built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Srntssh,1130,2.0,2.0,55.0
10369,Super built-up  Area,Ready To Move,Bellandur,2 BHK,Goner C,1049,2.0,1.0,51.0
10370,Super built-up  Area,Ready To Move,Amruthahalli,3 BHK,,2650,4.0,0.0,175.0
10371,Super built-up  Area,18-Dec,Varthur Road,2 BHK,,850,2.0,1.0,25.4
10372,Super built-up  Area,20-Jan,Badavala Nagar,3 BHK,DNncasa,1842,3.0,2.0,115.0
10373,Plot  Area,Ready To Move,Govindaraja Nagar Ward,5 Bedroom,,2600,5.0,3.0,370.0
10374,Super built-up  Area,20-Dec,Jakkur,2 BHK,ArndsSk,1282,2.0,1.0,72.0
10375,Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,PrncyRe,800,2.0,1.0,40.0
10376,Plot  Area,Ready To Move,Gidada Konnenahalli,4 Bedroom,,1200,4.0,2.0,240.0
10377,Super built-up  Area,18-Sep,Chandapura,3 BHK,SunceEs,1190,2.0,2.0,30.35
10378,Super built-up  Area,18-May,Magadi Road,3 BHK,Vrenty ,1318,2.0,1.0,68.0
10379,Super built-up  Area,19-Jul,Kanakpura Road,2 BHK,Soazak ,1698,2.0,1.0,105.0
10380,Super built-up  Area,Ready To Move,Jayanagar,3 BHK,,2030,2.0,1.0,182.0
10381,Super built-up  Area,Ready To Move,Kammasandra,3 BHK,DSOakil,1276,2.0,1.0,31.9
10382,Super built-up  Area,Ready To Move,Shikaripalya,3 BHK,Maenara,1555,2.0,1.0,67.0
10383,Super built-up  Area,17-May,Sarjapur  Road,3 BHK,Ahriaup,1881,3.0,2.0,145.0
10384,Super built-up  Area,Ready To Move,frazertown,3 BHK,,2900,3.0,2.0,325.0
10385,Super built-up  Area,18-Jul,Yelahanka,3 BHK,Miitat ,1890,3.0,2.0,109.0
10386,Super built-up  Area,Ready To Move,M V Extenstion,5 BHK,,900,5.0,,135.0
10387,Super built-up  Area,20-Dec,Old Madras Road,2 BHK,SheldGr,935,2.0,1.0,32.0
10388,Super built-up  Area,Ready To Move,Cox Town,2 BHK,Santspa,1000,2.0,3.0,58.0
10389,Super built-up  Area,Ready To Move,Singasandra,3 BHK,,1510,3.0,2.0,75.0
10390,Built-up  Area,Ready To Move,Uttarahalli,2 BHK,,1120,2.0,1.0,50.0
10391,Super built-up  Area,Ready To Move,Ananth Nagar,2 BHK,,930,2.0,1.0,25.99
10392,Super built-up  Area,Ready To Move,Electronic City,3 BHK,Itvir M,1160,2.0,2.0,42.0
10393,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1419,2.0,2.0,48.1
10394,Super built-up  Area,Ready To Move,Talaghattapura,2 BHK,,1175,2.0,2.0,62.0
10395,Built-up  Area,Ready To Move,Bellandur,3 BHK,DSsorin,1350,2.0,1.0,63.0
10396,Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,Sariaat,2215,3.0,2.0,330.0
10397,Super built-up  Area,Ready To Move,Attibele,2 BHK,DSvar S,996,2.0,1.0,24.9
10398,Super built-up  Area,19-Dec,Anjanapura,2 BHK,DSapeto,1076,2.0,1.0,30.13
10399,Super built-up  Area,Ready To Move,Off Bannergatta road,4 BHK,,2180,4.0,3.0,115.0
10400,Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,HMonymp,1715,3.0,3.0,112.0
10401,Super built-up  Area,Ready To Move,Hebbal,2 BHK,Srntsha,1072,2.0,2.0,45.0
10402,Super built-up  Area,Ready To Move,Panathur,2 BHK,SVnamnd,1230,2.0,1.0,80.0
10403,Super built-up  Area,Ready To Move,Murugeshpalya,3 BHK,,1600,2.0,1.0,65.0
10404,Super built-up  Area,18-Dec,Thanisandra,3 BHK,Bhe 2ko,1411,3.0,1.0,93.25
10405,Built-up  Area,Ready To Move,Rayasandra,5 BHK,,3600,5.0,3.0,145.0
10406,Super built-up  Area,Ready To Move,Jalahalli,3 BHK,,2404,3.0,2.0,138.0
10407,Plot  Area,Ready To Move,Sahakara Nagar,4 Bedroom,,1200,4.0,,190.0
10408,Plot  Area,18-Apr,Nagarbhavi,3 Bedroom,,1200,3.0,2.0,226.0
10409,Built-up  Area,Ready To Move,Doddathoguru,3 BHK,Srtasno,1208,3.0,1.0,45.0
10410,Plot  Area,Ready To Move,Yeshwanthpur,5 Bedroom,,1700,5.0,2.0,300.0
10411,Super built-up  Area,18-Dec,Haralur Road,2 BHK,SNnia E,1225,2.0,1.0,69.84
10412,Super built-up  Area,18-Sep,Hebbal,2 BHK,Arcia S,1162,2.0,1.0,69.0
10413,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Pronyt ,1262,2.0,1.0,65.0
10414,Super built-up  Area,18-Apr,Konanakunte Cross,2 BHK,,1050,2.0,2.0,35.0
10415,Built-up  Area,18-Dec,Electronic City Phase II,2 BHK,Sryalan,1160,2.0,1.0,33.51
10416,Plot  Area,18-Jul,Channasandra,3 Bedroom,,1500,3.0,1.0,61.95
10417,Super built-up  Area,Ready To Move,Vaderahalli,3 BHK,,1610,3.0,3.0,85.0
10418,Super built-up  Area,Ready To Move,Whitefield,2 BHK,SSthamh,1340,2.0,2.0,41.0
10419,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Adeatlm,2275,4.0,2.0,182.0
10420,Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1162,2.0,1.0,58.0
10421,Built-up  Area,Ready To Move,Manorayana Palya,2 Bedroom,,1500,2.0,0.0,145.0
10422,Plot  Area,Ready To Move,Hiremath Layout,4 Bedroom,,3150,3.0,1.0,135.0
10423,Super built-up  Area,18-Jul,Hosa Road,2 BHK,SJerse ,1170,2.0,2.0,65.0
10424,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Mailsaf,980,2.0,1.0,25.0
10425,Built-up  Area,Ready To Move,Channasandra,3 BHK,,1800,3.0,2.0,60.0
10426,Super built-up  Area,20-Dec,Banashankari Stage VI,3 BHK,Brens7 ,1423,2.0,1.0,71.73
10427,Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,Jaisemi,1106,2.0,3.0,40.0
10428,Built-up  Area,Ready To Move,Kereguddadahalli,2 BHK,Jaood G,1105,2.0,2.0,27.6
10429,Plot  Area,Ready To Move,Cunningham Road,4 Bedroom,,7500,6.0,2.0,1800.0
10430,Super built-up  Area,Ready To Move,Tirumanahalli,2 BHK,AmiewLa,1255,2.0,1.0,56.7
10431,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Shthi S,1525,2.0,2.0,65.0
10432,Super built-up  Area,17-Aug,Babusapalaya,2 BHK,ARngsd ,1061,2.0,1.0,38.95
10433,Plot  Area,19-Mar,Hoskote near,2 Bedroom,,600,2.0,2.0,29.5
10434,Super built-up  Area,18-May,Electronic City Phase II,3 BHK,Sryalan,1400,2.0,2.0,40.45
10435,Super built-up  Area,Ready To Move,Domlur,3 BHK,Saiewas,2100,3.0,2.0,145.0
10436,Super built-up  Area,Ready To Move,Electronic City,2 BHK,Itelaa ,660,1.0,1.0,16.5
10437,Built-up  Area,Ready To Move,Kengeri,2 BHK,,633,1.0,1.0,18.0
10438,Super built-up  Area,Ready To Move,Indira Nagar,2 BHK,,1260,2.0,3.0,120.0
10440,Super built-up  Area,18-Oct,Hennur Road,3 BHK,DSapeSk,2047,3.0,2.0,67.55
10441,Built-up  Area,Ready To Move,"Haralur Road, ",4 BHK,,2597,4.0,3.0,189.0
10442,Built-up  Area,Ready To Move,Bellandur,2 BHK,,1211,2.0,1.0,63.0
10443,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,SaireSa,1904,3.0,2.0,129.0
10444,Super built-up  Area,20-Jan,Balagere,2 BHK,Soresea,1205,2.0,1.0,73.87
10445,Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,IBityin,1164,2.0,2.0,64.08
10446,Super built-up  Area,Ready To Move,Mahaganapathy Nagar,2 BHK,Vaodak ,1410,2.0,2.0,73.0
10447,Built-up  Area,Ready To Move,Green View Layout,2 BHK,DSeme S,1150,2.0,1.0,42.0
10448,Super built-up  Area,18-Jul,Udayapur Village,2 BHK,Plowsri,1170,2.0,2.0,53.11
10449,Built-up  Area,Ready To Move,Hennur,2 BHK,,1420,2.0,1.0,62.0
10450,Super built-up  Area,Ready To Move,Panathur,2 BHK,,1125,2.0,2.0,45.0
10451,Built-up  Area,Ready To Move,NRI Layout,3 BHK,Mancy R,1789,3.0,3.0,75.0
10452,Super built-up  Area,Ready To Move,Hulimavu,2 BHK,NiarkHy,1021,2.0,1.0,76.0
10453,Super built-up  Area,18-May,Ananth Nagar,2 BHK,,1074,2.0,2.0,26.85
10454,Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,NDfelip,1222,2.0,3.0,48.0
10455,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,SaireSa,1981,3.0,1.0,134.0
10456,Built-up  Area,Ready To Move,Yelachenahalli,2 BHK,,1103,2.0,2.0,55.0
10457,Super built-up  Area,Ready To Move,Adugodi,2 BHK,Vencyha,1201,2.0,1.0,65.0
10458,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Shthi S,970,2.0,1.0,36.0
10459,Super built-up  Area,Ready To Move,Sarjapur,2 BHK,Sondaka,920,2.0,2.0,33.0
10460,Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,1520,3.0,3.0,85.0
10461,Plot  Area,Ready To Move,Chikkathoguru,3 Bedroom,,675,3.0,2.0,75.0
10462,Super built-up  Area,17-Nov,Sonnenahalli,3 BHK,Skacak ,1268,2.0,1.0,75.0
10463,Super built-up  Area,Ready To Move,Thippasandra,1 BHK,,660,1.0,0.0,30.0
10464,Super built-up  Area,Ready To Move,Harlur,3 BHK,Prncyrn,1755,3.0,2.0,115.0
10465,Super built-up  Area,Ready To Move,Hoskote,2 BHK,Deiveer,945,2.0,1.0,35.0
10466,Carpet  Area,18-Jul,8th Phase JP Nagar,1 BHK,Maian M,500,1.0,1.0,33.0
10468,Built-up  Area,Ready To Move,Bommenahalli,4 Bedroom,Prana S,1632,3.0,0.0,140.0
10469,Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,,1167,2.0,2.0,37.5
10470,Super built-up  Area,Ready To Move,Domlur,2 BHK,IBictnd,1276,2.0,2.0,80.0
10471,Built-up  Area,Ready To Move,Thanisandra,2 BHK,Tenetee,1234,2.0,2.0,51.0
10472,Super built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,RothaVa,1180,2.0,1.0,75.0
10473,Super built-up  Area,Ready To Move,ISRO Layout,3 BHK,Oaines ,1370,2.0,2.0,87.0
10474,Super built-up  Area,18-Sep,Chandapura,2 BHK,SunceEs,1015,2.0,2.0,25.88
10475,Plot  Area,Ready To Move,RK Colony,9 Bedroom,,1200,9.0,3.0,230.0
10476,Built-up  Area,Ready To Move,Electronic City,3 Bedroom,,1400,3.0,1.0,90.0
10477,Plot  Area,Ready To Move,Whitefield,5 Bedroom,,1500,6.0,3.0,155.0
10478,Plot  Area,Ready To Move,Bagalakunte,2 Bedroom,,1050,2.0,0.0,40.0
10479,Super built-up  Area,18-Jul,Ramagondanahalli,2 BHK,ViistLa,1251,2.0,1.0,46.0
10480,Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,1677,3.0,,92.13
10481,Super built-up  Area,19-Mar,Sarjapur  Road,2 BHK,PualeSk,1346,2.0,1.0,67.38
10482,Built-up  Area,18-Jul,Electronic City Phase II,2 BHK,Sryalan,1090,2.0,1.0,31.48
10483,Plot  Area,Ready To Move,2nd Stage Nagarbhavi,5 Bedroom,,1200,4.0,3.0,240.0
10484,Super built-up  Area,Ready To Move,Kanakapura,3 BHK,SPavenc,1290,2.0,3.0,51.1
10485,Super built-up  Area,18-Jul,Rajaji Nagar,5 BHK,Phaku K,7514,7.0,,1500.0
10486,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Ahriaup,1881,3.0,2.0,145.0
10487,Super built-up  Area,Ready To Move,Garudachar Palya,2 BHK,,1150,2.0,2.0,52.0
10489,Built-up  Area,Ready To Move,Sarjapur,3 Bedroom,,2690,3.0,2.0,295.0
10490,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,,1200,2.0,2.0,42.0
10492,Super built-up  Area,Ready To Move,Dairy Circle,3 BHK,Soeurri,2735,4.0,2.0,340.0
10493,Built-up  Area,Ready To Move,Austin Town,2 BHK,,950,2.0,0.0,65.0
10494,Built-up  Area,Ready To Move,Bommasandra Industrial Area,3 BHK,,1491,3.0,3.0,40.5
10495,Super built-up  Area,19-Jul,Ramamurthy Nagar,2 BHK,Vaharvi,1050,2.0,1.0,51.66
10496,Super built-up  Area,22-Jun,Hoodi,3 BHK,GoAirej,1660,3.0,2.0,131.0
10497,Super built-up  Area,Ready To Move,Nagavarapalya,2 BHK,,1134,2.0,2.0,55.0
10498,Built-up  Area,Ready To Move,Hebbal,2 BHK,,1100,2.0,1.0,60.0
10499,Plot  Area,Ready To Move,Magadi Road,4 Bedroom,,800,4.0,,60.0
10500,Plot  Area,19-May,Anekal,2 Bedroom,,1200,2.0,1.0,36.1
10501,Plot  Area,Ready To Move,Nagarbhavi,4 Bedroom,,1200,4.0,3.0,240.0
10502,Plot  Area,Ready To Move,kg halli jalhalli west,3 Bedroom,,980,3.0,1.0,80.0
10503,Super built-up  Area,Ready To Move,Vasatha Vallbha Nagar,2 BHK,,1080,2.0,1.0,37.8
10504,Super built-up  Area,Ready To Move,CV Raman Nagar,1 BHK,Pu270a ,705,2.0,1.0,50.0
10505,Super built-up  Area,Ready To Move,BAGUR ROAD,3 BHK,,1200,2.0,2.0,35.0
10506,Super built-up  Area,Ready To Move,Anandapura,2 BHK,LoLeoen,1200,2.0,1.0,50.0
10507,Super built-up  Area,21-Dec,Talaghattapura,3 BHK,Sodgere,1804,3.0,2.0,127.0
10508,Built-up  Area,Ready To Move,Sidedahalli,2 BHK,Dhave E,750,2.0,0.0,20.0
10509,Super built-up  Area,Ready To Move,Shanti Nagar,2 BHK,,420,1.0,1.0,25.0
10510,Built-up  Area,Ready To Move,Malleshwaram,4 BHK,,2800,4.0,2.0,252.0
10511,Super built-up  Area,18-May,Battarahalli,2 BHK,,1090,2.0,2.0,38.37
10512,Plot  Area,Ready To Move,R.T. Nagar,2 Bedroom,,1500,2.0,0.0,230.0
10513,Built-up  Area,Ready To Move,Electronic City,3 BHK,DSgmax ,1287,3.0,1.0,55.0
10514,Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2215,4.0,2.0,157.0
10515,Plot  Area,Ready To Move,Kadubeesanahalli,4 Bedroom,,2800,4.0,,375.0
10516,Built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Usquaya,1045,2.0,2.0,42.15
10517,Super built-up  Area,19-Jul,Hormavu,2 BHK,,1263,2.0,1.0,47.36
10518,Super built-up  Area,Ready To Move,Whitefield,3 BHK,SLiand ,1431,3.0,2.0,85.0
10519,Super built-up  Area,Ready To Move,Dommasandra,2 BHK,,999,2.0,2.0,32.9
10520,Super built-up  Area,Ready To Move,Vittasandra,3 BHK,Prlla C,1650,3.0,2.0,85.5
10521,Super built-up  Area,Ready To Move,Lavakusha Nagar,3 BHK,VRest N,1535,3.0,1.0,72.0
10522,Super built-up  Area,18-Apr,Marathahalli,4 BHK,Prionad,2524,5.0,2.0,180.0
10523,Super built-up  Area,21-Dec,Kanakpura Road,3 BHK,PrarePa,1300,3.0,2.0,69.0
10524,Plot  Area,Ready To Move,1st Block HRBR Layout,3 Bedroom,,600,3.0,2.0,125.0
10525,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,,2095,3.0,2.0,150.0
10526,Super built-up  Area,Ready To Move,Yelahanka New Town,1 BHK,KHatsFl,284,1.0,1.0,8.0
10527,Super built-up  Area,18-Jun,Ananth Nagar,1 BHK,,500,1.0,1.0,14.0
10528,Super built-up  Area,Ready To Move,Nallurhalli,2 BHK,Mauil T,1265,2.0,2.0,68.0
10529,Super built-up  Area,Ready To Move,Kudlu Gate,2 BHK,,1215,2.0,1.0,44.96
10530,Plot  Area,Ready To Move,Yelahanka New Town,2 Bedroom,,2200,2.0,0.0,180.0
10531,Built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,,1028,2.0,1.0,51.0
10532,Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,Golmsn ,1835,2.0,,92.0
10533,Super built-up  Area,Ready To Move,Munnekollal,3 BHK,,1800,3.0,3.0,65.0
10534,Super built-up  Area,18-May,1st Phase JP Nagar,3 BHK,Inntsth,2077,3.0,3.0,175.0
10535,Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,NVanat ,2880,3.0,2.0,211.0
10536,Built-up  Area,Ready To Move,Balepet,6 BHK,,499,5.0,0.0,89.0
10537,Super built-up  Area,Ready To Move,Dasanapura,2 BHK,Tavenew,708,2.0,1.0,31.15
10538,Super built-up  Area,Ready To Move,Basavangudi,2 BHK,,1200,2.0,3.0,120.0
10539,Built-up  Area,Ready To Move,Hosakerehalli,2 BHK,,925,2.0,1.0,46.25
10540,Built-up  Area,18-Mar,Bannerghatta Road,3 Bedroom,,2826,3.0,1.0,148.0
10542,Built-up  Area,Ready To Move,Annasandrapalya,4 Bedroom,,3500,4.0,0.0,150.0
10543,Plot  Area,Ready To Move,Bileshivale,4 Bedroom,,5400,4.0,,250.0
10544,Plot  Area,Ready To Move,9th Block Jayanagar,4 Bedroom,,1000,5.0,2.0,200.0
10545,Built-up  Area,Ready To Move,Amruthahalli,3 BHK,Prentra,1450,2.0,1.0,90.0
10546,Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,MSopsw ,1100,2.0,1.0,65.0
10547,Super built-up  Area,Ready To Move,Kadubeesanahalli,2 BHK,Saisei ,1185,2.0,3.0,55.0
10548,Built-up  Area,Ready To Move,9th Phase JP Nagar,4 Bedroom,,1900,4.0,2.0,80.0
10549,Plot  Area,Ready To Move,TC Palaya,2 Bedroom,,1200,2.0,1.0,70.0
10550,Super built-up  Area,20-Apr,Shettigere,1 BHK,LendaVi,660,1.0,1.0,35.0
10551,Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,,1920,4.0,2.0,121.0
10552,Plot  Area,Ready To Move,Jalahalli,2 Bedroom,,1200,2.0,0.0,130.0
10553,Built-up  Area,Ready To Move,Sarjapur  Road,4 Bedroom,AztheBr,3418,,,222.0
10554,Super built-up  Area,Ready To Move,1st Phase JP Nagar,4 BHK,,4550,2.0,1.0,240.0
10555,Super built-up  Area,18-Sep,Bhoganhalli,2 BHK,Rosha I,1205,2.0,1.0,68.32
10556,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,,1200,2.0,2.0,46.0
10557,Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1421,2.0,2.0,73.0
10558,Super built-up  Area,18-Aug,6th Phase JP Nagar,3 BHK,,1250,3.0,3.0,48.9
10559,Super built-up  Area,19-Dec,Whitefield,1 BHK,Oreldhi,524,1.0,1.0,29.0
10560,Built-up  Area,Ready To Move,HSR Layout,5 Bedroom,,4200,5.0,,245.0
10561,Super built-up  Area,Ready To Move,Thubarahalli,3 BHK,Asnts a,1540,3.0,,90.0
10562,Super built-up  Area,19-Nov,Sarjapur  Road,2 BHK,AsastDe,984,2.0,1.0,45.91
10563,Super built-up  Area,20-Nov,Rachenahalli,2 BHK,AsNowre,985,2.0,1.0,50.17
10564,Built-up  Area,18-Jun,Whitefield,4 BHK,,2830,4.0,3.0,161.0
10565,Super built-up  Area,Ready To Move,Byrasandra,2 BHK,Mancyi ,1140,2.0,3.0,60.0
10566,Built-up  Area,Ready To Move,5th Block Hbr Layout,5 Bedroom,,3600,5.0,3.0,130.0
10567,Super built-up  Area,Ready To Move,Begur Road,3 BHK,Dhalsh ,1410,2.0,3.0,44.42
10568,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,,1700,2.0,2.0,86.0
10570,Plot  Area,Ready To Move,Electronic City,4 Bedroom,Aroveth,1800,3.0,2.0,700.0
10571,Super built-up  Area,18-Apr,Dasarahalli,2 BHK,KSliaor,1333,2.0,1.0,86.65
10572,Super built-up  Area,Ready To Move,Electronic City,2 BHK,Goty  E,1258,2.0,1.0,85.5
10573,Super built-up  Area,Ready To Move,Dodda Nekkundi Extension,3 BHK,AlEcone,1458,2.0,2.0,87.0
10574,Built-up  Area,Ready To Move,Electronic City,2 BHK,Prarkun,1386,2.0,1.0,85.0
10575,Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,Sryalan,1140,2.0,1.0,32.92
10576,Built-up  Area,Ready To Move, Electronic City,1 RK,GMown E,550,1.0,1.0,27.0
10577,Super built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,RothaVa,1200,2.0,3.0,83.0
10578,Super built-up  Area,Ready To Move,Belathur,2 BHK,,1081,2.0,1.0,39.0
10579,Super built-up  Area,Ready To Move,Whitefield,4 BHK,ArsiaEx,2135,3.0,2.0,149.0
10580,Built-up  Area,18-Aug,Whitefield,4 Bedroom,M1riaa ,2500,4.0,0.0,100.0
10581,Super built-up  Area,Ready To Move,Pampa Extension,2 BHK,Stensg ,1178,2.0,1.0,80.0
10582,Super built-up  Area,Ready To Move, Devarachikkanahalli,2 BHK,Prsorhi,991,2.0,2.0,40.0
10583,Super built-up  Area,Ready To Move,Gottigere,3 BHK,Krryll ,1493,2.0,3.0,90.0
10584,Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,Mayne A,2495,3.0,3.0,130.0
10585,Super built-up  Area,Ready To Move,Kammasandra,2 BHK,,1080,2.0,1.0,31.99
10586,Super built-up  Area,Ready To Move,Dasanapura,2 BHK,Tavenew,814,2.0,1.0,53.0
10587,Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1025,2.0,1.0,50.0
10588,Super built-up  Area,21-Dec,Bannerghatta Road,2 BHK,PrarePa,1115,2.0,1.0,61.0
10589,Super built-up  Area,Ready To Move,Whitefield,4 BHK,Prwer S,3075,2.0,3.0,188.0
10590,Plot  Area,Ready To Move,RMC YARD,7 Bedroom,,1900,3.0,0.0,162.0
10591,Super built-up  Area,Ready To Move,Whitefield,3 BHK,BrlisCo,1760,3.0,2.0,160.0
10592,Super built-up  Area,Ready To Move,Attur Layout,7 BHK,,4000,8.0,1.0,150.0
10593,Built-up  Area,Ready To Move,Marathahalli,4 Bedroom,Vemes H,3090,4.0,,350.0
10594,Built-up  Area,Ready To Move,Varsova Layout,4 Bedroom,,2700,4.0,3.0,295.0
10595,Super built-up  Area,Ready To Move,Hanumanth Nagar,2 BHK,Saersel,1175,2.0,2.0,52.86
10596,Super built-up  Area,20-Dec,Hebbal,4 BHK,Cehosy ,4235,5.0,3.0,364.0
10597,Super built-up  Area,Ready To Move,KR Puram,2 BHK,SLontel,1100,2.0,2.0,45.0
10598,Plot  Area,Ready To Move,Banashankari Stage VI,8 Bedroom,,1200,7.0,1.0,175.0
10599,Super built-up  Area,Ready To Move,Banashankari,2 BHK,,1450,2.0,2.0,50.75
10600,Super built-up  Area,Ready To Move,6th Phase JP Nagar,3 BHK,HMinebo,1810,3.0,3.0,131.0
10601,Super built-up  Area,Ready To Move,Gunjur Palya,3 BHK,,1426,2.0,3.0,71.0
10602,Built-up  Area,Ready To Move,Sector 7 HSR Layout,3 BHK,Saitya ,2400,2.0,3.0,195.0
10603,Built-up  Area,Ready To Move,Kalyan nagar,2 BHK,Satle C,1100,2.0,1.0,70.0
10604,Super built-up  Area,Ready To Move,Electronic City Phase II,1 BHK,Srrlsnu,650,1.0,1.0,35.0
10605,Super built-up  Area,20-Dec,Old Madras Road,3 BHK,Shmes O,1350,3.0,2.0,47.25
